NAME,STATE_NAME,FIPS,HR60,HR70,HR80,HR90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Gibson,Tennessee,47053,4.4743730285,6.2668421382,6.06464916,4.3182554248,8.8,4.3,7.826822733,8.6932498388,1.4994761655,2.5513862333,5.151395989,8.0439508784,33.4,32.4,33.8,37.1,4.2991776179,4.367736381,4.4079733942,4.3418016012,7.924795914,8.8168532406,9.6095861803,10.147805339,53.7,19.0,14.488355681,11.931228694,21.528445827,20.505107476,19.103644854,19.31123826,0.3662174447,0.3828674813,0.3761196802,0.3720743394,12.659698026,11.1,13.563867325,16.081221284
Harding,New Mexico,35021,17.787264319,0.0,0.0,0.0,5.2,1.1,1.8518518519,6.7599067599,1.0606060606,2.7237354086,4.0816326531,6.2814070352,28.2,36.1,35.1,38.3,-0.129922969,-0.45937614,-0.66632271,-0.767092308,8.1173124616,8.7795574559,9.4565752545,10.037362636,43.7,28.3,16.932907348,11.387900356,0.053361793,0.0,0.0,0.2026342452,0.3437063299,0.410476359,0.3925841329,0.3987919339,10.745614035,7.4,6.3897763578,5.6939501779
Sandoval,New Mexico,35043,7.0417576227,15.24506441,17.241874767,6.8436540901,9.9,8.6,9.0210264526,7.0629493249,1.2291280148,1.6169154229,3.8423726036,7.0289427053,18.6,21.2,28.1,30.8,1.3412029217,1.5496341706,2.2394466578,2.8372344313,7.7869670026,8.6061194006,9.6671954365,10.345798762,58.3,38.3,14.438990983,12.206180647,0.056334061,0.1086210839,0.8620937383,1.4829671978,0.3995394869,0.4329832612,0.3597451332,0.3568158953,16.735927465,11.8,11.254423011,13.435150937
Dyer,Tennessee,47045,4.5141122434,13.146218819,3.8465606939,9.5637038312,5.4,3.9,7.2184029614,6.7722913813,1.8518518519,3.0705860326,6.4401294498,9.3860268172,31.9,31.4,31.4,34.4,4.0224105619,4.0520972193,4.2001763926,4.2233366824,7.9540210873,8.7945218518,9.5805236659,10.244058521,52.3,21.9,12.898922524,14.042638375,14.757761452,13.073914615,11.831059054,11.892465714,0.3851100069,0.3940688559,0.3870217113,0.3904879048,13.359907419,11.4,13.730118009,15.784205785
Nash,North Carolina,37127,8.1964525753,11.276118309,12.409472895,15.650064557,5.7,3.4,4.7435856675,4.3942138302,1.1385395642,1.5076126978,3.4658853077,5.9125690803,23.8,26.9,30.1,33.8,4.7051138832,4.6884091377,4.8239007527,4.9552325319,8.0452677166,8.8038747635,9.6941236246,10.344770154,48.6,23.8,15.574615927,10.727162055,39.679026917,35.693988701,32.893541614,31.485321544,0.3696888298,0.3956600499,0.3957661471,0.376635919,14.33028588,12.5,14.575755931,18.57002388
Knox,Tennessee,47093,6.6527491155,10.737393516,9.5925061674,10.722295524,5.4,3.5,5.9835641172,5.564439313,2.373204601,2.9191807165,6.3490612299,8.6513895813,29.3,28.8,30.0,33.7,6.2008245641,6.2987357282,6.448780546,6.4926539205,8.479698987,9.0111574581,9.8011779337,10.392496923,27.2,14.1,10.819921578,10.219249756,9.0646367799,8.4247519843,8.760251991,8.817003178,0.2944308307,0.3821924152,0.3861026447,0.3916036374,13.543578708,12.1,14.51395798,16.454130499
Jefferson,Tennessee,47089,3.1017850773,5.3461641272,5.3275369731,4.038446006,5.4,6.3,8.7112772227,7.2509765625,1.3553633665,1.8183859019,5.1484308736,7.57644911,26.5,27.8,31.1,35.4,4.3623544733,4.5111001128,4.7696239418,4.7923496586,8.13005904,8.7475109465,9.5635292466,10.170954162,43.9,19.6,13.514739229,11.836003373,4.3083794724,3.1956696071,2.9471934535,2.8168160892,0.3353702906,0.3617562491,0.3575286629,0.3778768022,12.845739744,8.9,10.464852608,10.59232715
Cocke,Tennessee,47029,2.8502208921,19.776134161,16.208205983,14.870228658,6.9,8.6,15.087660148,10.810810811,1.6736401674,3.1917336395,6.1446695702,9.9498926271,25.7,27.7,30.8,35.2,4.0103304043,4.0881540569,4.1991958068,4.2059356276,7.8256447322,8.6007987753,9.3870629504,9.9351799993,59.1,29.3,23.365527489,21.194762684,3.0440359128,2.7647035557,2.3200889136,2.1035654233,0.3892472349,0.3729181172,0.3935069291,0.3949358923,15.997156061,11.9,14.80931154,17.956511574
Cherokee,Oklahoma,40021,5.629996622,8.6303616122,8.6907400165,4.8949063604,6.2,6.3,8.5357567522,9.0190960297,2.2755610973,3.3006347374,5.9328028294,9.1755530797,25.0,24.8,28.6,31.9,3.1567752466,3.4227448634,3.7135590307,3.8140171439,7.8849529458,8.4906438562,9.4185733106,9.9598206259,55.8,28.0,18.344793713,24.024218834,1.5820290508,2.2827306464,1.2384304524,1.1277864254,0.3969039459,0.4231275739,0.3980467212,0.4366566487,15.326927584,10.9,12.610510806,15.298951238
Creek,Oklahoma,40037,4.1157344528,12.445459604,11.296371605,10.94421188,5.9,5.6,4.0033295018,6.0584613207,2.7540087726,3.5913705584,5.3876354004,8.4651121236,31.4,30.8,30.8,34.2,3.7673183122,3.884555178,4.1507019191,4.1548953133,8.3581974599,8.9010941216,9.7697847166,10.24181521,34.1,14.8,9.7167443528,11.681253933,7.5145079639,5.2973732759,3.6074962722,3.1486497579,0.2955330283,0.366528276,0.3498129199,0.37746112,10.421306607,8.8,8.9219553006,10.971912362
Cumberland,Tennessee,47035,8.7100426792,6.430971559,6.9744734273,3.8384768924,6.8,6.7,12.164610474,8.866770752,1.7019959771,2.4572059636,5.0789423626,8.0607911793,24.6,28.0,31.3,37.5,3.3401271099,3.4203346248,3.7383463712,3.9310889166,7.7773736027,8.6079475547,9.4482543022,10.06467059,60.4,29.0,17.792985458,14.168495373,0.0104520512,0.0096464573,0.0209234203,0.1209120221,0.3937939778,0.3994404267,0.3783113856,0.3868528086,11.857972309,10.0,10.436270317,12.203034062
Adair,Oklahoma,40001,7.6266015863,0.0,3.5890533872,9.047644898,7.3,6.0,7.7624887825,8.2844096543,2.5033229951,3.1441860465,5.0753012048,7.7201447527,29.5,29.6,29.6,31.6,3.1356467596,3.2795252142,3.472249669,3.4656599055,7.559559496,8.2930491398,9.3314069,9.8890843222,69.3,41.9,22.095671982,22.277722278,0.0076266016,0.0462320851,0.1130551817,0.0217143478,0.3760766798,0.4309385496,0.3870027834,0.4089292319,17.186053687,12.3,12.09360116,14.885114885
Kingfisher,Oklahoma,40073,0.0,10.370485598,9.3982754165,0.0,1.9,3.5,2.455683851,4.1599743013,1.6341591987,2.7103825137,3.9513677812,6.2695924765,34.9,33.2,30.9,34.1,2.4650763672,2.6548143287,2.7512628002,2.6830474973,8.3072126266,9.0338418285,9.8451696432,10.278905739,32.8,12.8,8.8395061728,7.9437989733,5.7451810061,3.997822198,2.7419468528,2.3085074175,0.3276858442,0.364670256,0.3657965683,0.3527179604,8.7670275934,6.0,5.975308642,9.9162388544
Logan,Oklahoma,40083,3.5723216518,3.3935691864,8.6802326302,2.2979789275,5.0,4.2,3.0511126565,7.0445707448,2.8041610131,3.9312754805,5.2152819891,7.4230592559,34.2,32.1,30.1,32.6,3.212838998,3.2641724802,3.5816383374,3.662583186,8.2187871556,8.8168532406,9.7474183669,10.290924458,40.4,17.4,10.457606156,13.025428127,20.469403065,20.768643421,13.965254269,13.887835649,0.3277614679,0.3820313575,0.3653122574,0.4025628545,12.845188285,10.4,11.007283221,12.182148417
Wagoner,Oklahoma,40145,4.2535996087,6.0160327272,6.3794327089,4.8729890219,6.2,4.7,4.358974359,5.7587149692,2.1146355036,3.1460383221,5.0492610837,7.248680252,29.8,29.1,29.0,32.9,3.3264151375,3.6728998826,4.3139895398,4.4430585821,8.0928510275,8.8895839918,9.8886276896,10.390071712,46.6,17.7,8.9962121212,9.3727312328,16.461430486,8.8210079863,4.44486974,4.1434329512,0.3556064121,0.3603987585,0.3604056352,0.361883877,12.944983819,7.5,7.66184573,9.2710904603
Blaine,Oklahoma,40011,5.5201346913,5.6525917133,14.877631481,14.530659692,3.8,3.2,2.4298731463,6.2599049128,2.6538280883,3.3642691415,5.6280587276,8.1652257445,35.2,35.6,33.4,35.8,2.577950624,2.5542387343,2.6814054453,2.5138121345,8.1682029302,8.725994381,9.7305022767,10.065563884,42.1,20.1,13.979646492,16.270453844,6.2598327399,4.7651348143,4.4260953656,4.3504795118,0.3325969494,0.3725696505,0.3949523791,0.392353697,11.917258413,7.9,10.203535083,11.299783884
Dewey,Oklahoma,40043,11.017462678,0.0,0.0,6.0049240377,2.7,2.4,2.0869565217,5.0108932462,2.271714922,2.5653206651,4.9460431655,8.0871670702,38.8,39.4,36.2,38.2,1.7823836295,1.7148770105,1.7715000259,1.7137781117,8.1928471346,8.8052252026,9.6695358025,10.064585473,39.4,18.2,12.056737589,14.321766562,0.0,0.0,0.0844309355,0.0900738606,0.3253575946,0.3884698961,0.4209401174,0.3886460417,7.9593058049,6.3,7.2104018913,7.9495268139
Carroll,Tennessee,47017,4.2596694497,10.359607889,8.2493665665,2.4230088924,3.6,4.0,7.9069389083,6.8622153609,1.3460393091,2.7132601351,4.3102620716,7.5229709035,34.7,33.4,33.8,37.3,3.6734932346,3.7655996634,3.8538241415,3.8270217159,7.8536048131,8.8190739833,9.5607859537,10.130144923,56.5,18.1,13.83527155,12.024316109,13.46481513,11.965347112,11.465441046,11.405102857,0.3816142228,0.3739777123,0.3694020829,0.3611332468,11.543229005,10.0,11.293609879,13.252279635
Mitchell,North Carolina,37121,0.0,2.4788676533,2.310322521,4.6190443197,9.1,2.4,6.6128531512,5.7573474002,0.7764952781,1.1819849195,3.0480014601,5.0409690061,27.6,33.1,34.7,39.0,4.1464481343,4.1358732837,4.1742486602,4.1768499409,7.9298464297,8.5765935347,9.530900973,10.08843067,53.8,28.1,14.210041456,12.915458398,0.2732633396,0.193351677,0.1247574161,0.159357029,0.3781156627,0.408506258,0.3435357193,0.3691162727,11.737629459,9.8,9.3965914325,11.019406647
Edgecombe,North Carolina,37065,11.064802862,10.18959006,16.670238861,20.627792119,6.6,4.6,7.1365401623,5.5796919321,0.9392265193,1.3760393489,3.3599415662,6.0164892507,22.3,25.0,28.5,32.6,4.664546187,4.631124556,4.706949053,4.7182655098,7.9844627323,8.7557375393,9.6527158341,10.169384033,51.1,26.5,15.856323409,17.563517915,51.812783536,47.475210638,50.784096592,55.979702253,0.3782940503,0.3911840905,0.3665258549,0.3921490916,17.314124003,17.3,21.496858782,27.250814332
De Kalb,Tennessee,47041,3.0938679537,2.989268526,12.264822037,11.606313835,5.2,3.1,8.7585175337,5.9539144125,1.291322314,1.8204488778,4.7666533706,7.5715604801,31.3,34.0,33.0,36.5,3.6572699895,3.6916633453,3.8450681698,3.8532024021,7.7445698094,8.6625049226,9.4297168367,10.041334619,63.2,21.6,18.816120907,16.305849839,2.5524410618,2.0625952829,1.9721833836,1.4972144847,0.3744937581,0.388735902,0.3937778987,0.3896391349,11.976664379,8.0,10.453400504,14.071856287
Newton,Arkansas,5101,0.0,5.7038558065,8.5954959601,0.0,2.2,8.2,10.450516987,9.2637400622,1.1627906977,2.61143629,3.8341968912,7.2652501714,29.5,33.2,31.6,35.7,1.9815885941,1.9614303778,2.2432658157,2.2315940453,7.4181808227,8.1828387108,9.1437731277,9.7981270369,76.7,41.9,26.838069463,22.8976234,0.0167700822,0.0171115674,0.0644662197,0.0,0.3516322722,0.427241688,0.3645916753,0.3906222449,10.133333333,6.5,4.1948579161,7.9981718464
Searcy,Arkansas,5129,0.0,4.3116457552,18.83877774,12.753475322,4.2,10.1,10.930528999,9.1410048622,1.9621109608,2.4991322457,4.2882668255,6.8047337278,33.5,34.8,35.5,39.7,2.5042957732,2.4547113498,2.5835455239,2.4640318052,7.6333696497,8.3150770073,9.1378772002,9.7324026277,69.8,35.4,27.30133753,24.522569444,0.0,0.0,0.0,0.0255069506,0.3694059932,0.4056777535,0.3962758125,0.4061199861,11.684011353,8.0,7.5531077891,6.2934027778
Caldwell,North Carolina,37027,8.7450220644,12.933796598,10.332713371,14.613886964,4.1,2.3,3.8572890774,3.8752987845,1.1985568397,1.8412796379,4.5622787255,7.9786658979,24.6,26.3,30.3,34.6,4.645360048,4.7949090844,4.9682380641,5.0099849519,8.307459327,8.9815559408,9.694986278,10.312845075,31.4,12.0,8.105296015,8.1525153434,7.0471423959,6.3034621422,5.7184187996,5.4886930942,0.2784877141,0.3139137656,0.3289749054,0.3449387314,11.446977205,9.7,11.112267194,12.825593196
Stone,Arkansas,5137,0.0,4.8747197036,11.084016848,13.640238704,4.9,11.1,11.305683564,8.4803092534,2.1748779405,2.6890101325,4.2882147025,7.6617179215,31.3,35.3,34.7,39.2,2.3371771957,2.4200756882,2.700706362,2.7797137896,7.4616403922,8.1769538682,9.1963428623,9.8429410527,78.0,41.3,24.782114437,20.969899666,0.0,0.0146241591,0.0775881179,0.0818414322,0.3606186984,0.43004,0.4108458468,0.3736327964,10.121212121,6.9,7.4649488443,8.0602006689
Rutherford,Tennessee,47149,9.5478154598,8.9744452671,9.1206865101,5.3414298164,4.0,3.3,5.4600656187,4.7137678895,2.3083439221,2.6415970288,5.4760086547,7.6255646496,25.3,25.2,27.3,29.8,4.4203311774,4.5757884922,4.9332077528,5.2551535098,8.2576449582,8.9432449331,9.8274700661,10.492245967,36.2,15.1,8.7611379981,7.6010867828,13.573174458,12.006125059,10.222703371,9.0056506705,0.3188111588,0.3730565229,0.3486484647,0.3376980956,10.680552192,10.4,11.375457958,12.501198658
White,Tennessee,47185,4.2798142561,6.1240737338,15.331936424,6.6368010619,5.7,5.4,7.0422535211,8.173273396,1.8553223388,2.1186440678,5.0379572119,7.9080638878,29.8,31.6,33.1,36.7,3.7081301377,3.7552773385,3.9600213331,3.9765283431,7.79893331,8.6385254766,9.5080717803,10.091915428,60.3,23.6,13.488047461,14.075313808,2.7476407524,2.3761406087,2.2026881995,1.881533101,0.3810601727,0.3865940587,0.3654204146,0.3686619187,13.517550411,10.2,10.277438492,11.933054393
Yancey,North Carolina,37199,4.7591852275,7.9182833162,6.6961296371,2.1618349655,7.6,5.1,8.0868167203,6.2705798139,0.9935831091,1.9388194744,4.1022908897,5.7482656095,26.8,31.4,33.0,38.0,3.8075909618,3.7007478478,3.8632774831,3.8990713762,7.8018004019,8.5788525718,9.3805049985,10.028312403,60.3,30.5,19.214073566,14.794168096,0.9708737864,1.3144350305,1.3191375385,0.9793112394,0.3823552295,0.3579257201,0.3696315382,0.373571929,11.761246692,8.7,11.240575737,10.613207547
Martin,North Carolina,37117,6.1412235774,14.826796064,6.4231026155,17.279421538,5.2,5.5,6.7149210779,7.218825894,0.6697763425,1.4131736527,3.143075412,5.4444444444,21.5,26.5,30.0,34.7,4.0328598166,3.9954749416,4.030885705,3.992883497,7.7689560445,8.6501494187,9.5372671958,10.131578844,60.7,28.9,19.267000294,18.554321166,49.942886621,44.900930044,44.531370433,44.604832921,0.385856527,0.3947325453,0.3825590894,0.405323614,15.919205751,15.0,17.412422726,21.901601501
Wake,North Carolina,37183,11.631437212,10.18896157,9.5134742876,7.1645645362,3.1,2.5,3.3572721068,3.3819450298,1.2242378519,1.9431642691,4.4418600614,6.3070644935,26.6,25.8,28.6,31.4,5.2765663145,5.5868993836,5.8655518646,6.2299119088,8.4929004988,9.1648198567,9.9977517309,10.698785102,29.1,11.3,7.0911308952,5.452142107,25.934753552,22.078897496,21.761408702,20.798573386,0.3149327522,0.3616430699,0.348245017,0.3387173145,13.401287285,11.3,13.984997534,13.876616087
Roberts,Texas,48393,0.0,0.0,0.0,0.0,0.0,0.0,3.515625,3.2442748092,2.2277227723,1.7094017094,3.3492822967,5.1075268817,31.3,37.3,31.3,35.2,0.1787929061,0.072915461,0.2606975834,0.1036276007,8.3893598199,8.9905661381,9.9295937996,10.370204537,32.9,6.8,8.3086053412,4.8859934853,0.0930232558,0.0,0.0,0.0,0.320274911,0.3186559653,0.3986808457,0.3396264613,5.7627118644,5.3,6.2314540059,4.8859934853
Hemphill,Texas,48211,0.0,0.0,18.853695324,0.0,2.4,1.5,3.5129740519,4.1403105233,2.1701388889,1.8198362147,4.4410413476,6.7466266867,31.3,32.1,26.5,33.7,1.2593782076,1.2271533743,1.7707154869,1.4083640724,8.549466752,8.8592213936,9.9743653132,10.376424376,23.0,19.0,6.03085554,7.5173095945,0.0,0.0,0.1508295626,0.188172043,0.2867071246,0.3856051834,0.3529956049,0.3463176215,6.3001145475,6.9,6.4516129032,6.3303659743
Roane,Tennessee,47145,5.1107760713,7.7158509298,5.5067974531,7.7639203563,7.5,5.6,9.2699666244,9.4526693585,1.7242730622,2.5343738387,5.2055103884,8.4147216245,26.3,29.5,32.1,37.4,4.7167882253,4.7103278239,4.9108763959,4.8738430836,8.4078246544,8.9093704052,9.7753132138,10.249273425,32.0,18.1,10.104354084,12.198221093,4.1141747374,4.032818086,3.1512648425,3.0829821924,0.2942847318,0.3681353298,0.3611906502,0.3953315901,12.01863354,11.0,10.075566751,12.734716928
Hutchinson,Texas,48233,1.9369146886,4.0911508407,6.3361719384,2.5951444847,3.3,4.1,2.7380747374,6.4077119365,2.2210788097,3.0369237492,4.9037304452,7.524941626,25.9,34.0,32.0,34.1,3.6721401301,3.329875269,3.4072604329,3.3655223247,8.7558950816,9.0721122527,9.9534199213,10.372396833,10.0,7.8,5.3612753921,10.241045894,2.0076120747,2.3933232418,2.611770073,2.6353692242,0.1992874815,0.322578921,0.3238641233,0.3702068223,5.3873162168,5.1,6.222679352,8.484270734
Hartley,Texas,48205,0.0,0.0,0.0,0.0,0.5,1.8,1.9941348974,0.7109004739,1.9480519481,1.5212981744,2.4255024255,4.8558421851,28.7,33.6,32.8,37.4,0.3777549545,0.6257371571,1.0033705153,0.9102550483,8.8085186188,9.1551447365,9.9353737414,10.415652279,11.9,17.0,8.7370242215,6.6282420749,0.0921234454,0.6829618979,0.5016302985,0.2476609796,0.2724496285,0.397081847,0.4248830769,0.356977856,6.1643835616,2.3,4.4117647059,3.0739673391
Williamson,Tennessee,47187,13.192438094,8.715103274,4.5891558248,2.8799117924,3.5,2.2,3.4896016919,3.1175792914,1.5985790409,2.0968009282,4.0139532661,5.729973725,27.1,28.8,30.8,34.1,3.7520600765,4.0612858256,4.6006714748,4.9347911852,8.1925704712,9.0106691768,10.069722071,10.785849146,41.0,14.4,6.7772829866,4.2640286543,19.990501445,13.915114894,8.9522957252,6.6600017279,0.351133149,0.3922783515,0.3780128157,0.3375557073,12.581380208,9.0,9.0160434332,9.5940644721
Moore,Texas,48341,0.0,4.741583689,6.0331825038,5.5975370837,1.9,3.1,3.2471835653,4.2389210019,1.8177975058,2.1182166633,3.8056405029,6.373694873,24.0,26.6,27.3,29.3,2.7882113751,2.7387440712,2.9079368903,2.988537396,8.7194807609,9.0943681957,9.902537101,10.328951347,9.8,7.2,7.2847682119,11.172273191,0.0135382116,0.0924608819,0.2232277526,0.5317660229,0.1898613544,0.336509782,0.3272729766,0.3575136818,5.1958433253,4.0,5.1484725486,8.7869520897
Madison,North Carolina,37115,9.6803546882,20.829427816,17.828489927,7.8648813386,4.2,6.0,7.491808162,5.9742191373,1.2061577527,1.8211648893,3.749805508,6.6696309471,26.3,31.5,32.1,36.8,3.6311597373,3.5712839009,3.6186077113,3.6302867285,7.6043963488,8.4450525136,9.3121746779,10.084266253,63.7,32.1,22.115793955,15.509116984,0.6853691119,0.6248828345,0.8022820467,0.8022178965,0.3767015571,0.4184621353,0.4255614989,0.3773022987,13.336638572,9.2,11.685823755,9.7725875845
Iredell,North Carolina,37097,10.12911962,10.157393428,8.4809421115,11.836739086,3.6,2.5,4.1564967696,4.2091037292,0.8726676631,1.575684863,3.8083864119,6.3979310733,27.8,29.1,31.5,34.8,4.6615217318,4.8380147814,4.9682104752,5.0862865435,8.3663703017,8.9960326693,9.7683548785,10.41177997,30.6,11.4,7.9964022614,7.026886125,17.792598279,17.068576257,17.281736897,16.000043043,0.2812445255,0.3438843706,0.3379747341,0.3539906034,13.177076788,10.7,12.712009594,14.798540255
Davie,North Carolina,37059,7.970667942,7.0715106515,6.7753431711,5.9825071491,4.4,3.8,4.8997207413,3.4466820733,0.8695652174,1.5721422274,3.8528705523,6.042849295,28.5,29.9,31.7,36.3,4.148890138,4.2648035837,4.5247116629,4.6544270946,8.343791732,8.9449415078,9.7803590051,10.455042367,31.2,14.1,9.4792110118,6.080754352,12.344571975,11.8005834,10.390666287,8.9091496464,0.2753084809,0.3552445022,0.3597238087,0.3592578864,10.479323308,9.4,10.217113665,10.565764023
Sevier,Tennessee,47155,8.2470825945,3.5409510995,6.4384245175,2.6121766615,5.9,5.6,11.574049872,9.1931266343,1.1308950914,2.3064739656,5.2937754508,8.3901495879,26.9,29.7,31.4,35.4,3.7042960192,3.8566129884,4.2508399657,4.4564104304,7.9690117811,8.7604530463,9.6295768842,10.178843975,51.7,19.3,13.041314087,10.280497486,0.7587315987,0.4709464962,0.3911342894,0.4231726192,0.3622449053,0.3806792553,0.3734395404,0.3670989969,11.841453344,9.7,8.6610253858,11.643291876
Alexander,North Carolina,37003,2.1333333333,3.4247748211,9.3337066816,7.2611094975,3.4,2.6,2.9598957135,3.862332696,0.6218202374,1.3684670258,4.1802035954,7.001662664,26.2,27.8,30.1,33.8,4.1153639294,4.3195965713,4.5713086367,4.661705193,8.2464337862,8.9714484637,9.7162539514,10.318077568,38.2,12.0,6.9014084507,7.3149635487,6.8288,7.3975136135,6.6722668907,6.0739180947,0.3024250178,0.3231873577,0.324914916,0.3412818976,11.693025668,8.3,9.7605633803,11.120721611
Davidson,North Carolina,37057,6.7091861338,9.7601444501,9.1314516652,7.8940928503,4.2,2.5,4.7434062564,3.7286416588,0.8973975471,1.7749903855,4.1807503296,7.1456121475,26.7,28.4,31.0,34.5,4.9808052707,5.1601120444,5.3297531169,5.4354855192,8.438799124,9.0549722847,9.7491118474,10.382512864,25.9,10.5,8.2294187935,7.2694083539,10.846238034,9.797442145,10.002474329,9.7207859359,0.2563929657,0.3271330989,0.3371142961,0.3462303014,10.518511196,8.5,11.587364809,14.16299796
Roger Mills,Oklahoma,40129,0.0,7.4872716382,13.89178301,0.0,1.6,1.4,2.8752436647,2.1609940573,1.7951425554,2.3823704586,3.7284362827,6.6110397946,36.3,38.6,33.4,36.1,1.4962495682,1.362325171,1.4322172084,1.2896916395,7.998335396,8.7511579814,9.5936280351,10.034428092,50.5,16.1,12.949640288,14.035087719,0.0196463654,0.0,0.0208376745,0.0723414517,0.368542449,0.3928717346,0.4433547763,0.3889340702,8.7643678161,6.2,6.2589928058,7.3517126149
Santa Fe,New Mexico,35049,7.4123489734,9.1284185928,15.481245577,9.0975254731,6.2,5.3,6.4158415842,4.894513145,2.9486737857,3.2982924523,7.9392624729,11.548206428,24.5,24.9,29.3,34.3,3.1615135922,3.3603096647,3.6777421296,3.9476032562,8.5529463611,8.9894442932,9.8319378437,10.436260561,26.3,18.2,11.202653542,10.35358546,0.5225706026,0.4892832366,0.5334394904,0.6216642407,0.3177871517,0.392242503,0.3799882282,0.3872102098,16.028194913,11.9,14.658677509,16.556212548
McKinley,New Mexico,35031,7.1667248963,8.4860828242,16.534098626,13.73188764,8.7,6.6,11.391321856,13.580516812,2.2707999623,2.6198793268,4.2736002696,5.8473171742,18.0,18.5,22.0,25.4,1.9202013831,2.0696763789,2.3391909353,2.4102625715,8.3886777692,8.8221747609,9.4630427255,9.7903748439,36.7,33.7,33.246816449,37.991104522,0.9298825553,0.9488983522,0.5651118709,0.4861088225,0.3604025974,0.4304654898,0.4540171749,0.4775081004,13.606034233,15.1,19.547408549,22.928094885
Hickman,Tennessee,47081,2.8100938571,2.7557319224,6.6002244076,7.9582985158,4.8,6.2,6.7189421894,7.0913461538,1.5842988886,2.2077044379,5.6503728252,10.645067978,29.6,31.5,31.0,35.0,2.9659983332,2.9871711413,3.213018811,3.308516895,7.9738443759,8.6017181465,9.6046771223,10.153389873,51.7,24.1,11.496175908,13.194444444,5.3447985163,4.935515873,5.392383341,5.1271338188,0.33317625,0.3766171442,0.350332847,0.3868281263,13.32247557,8.8,10.062141491,10.199652778
Mississippi,Arkansas,5093,8.5501752786,5.3711462026,11.761345498,16.224829784,9.0,9.6,8.4401609432,10.665299321,1.7621929512,2.5386049625,5.0308914387,8.0291970803,22.5,24.7,26.8,29.4,4.3519037906,4.2290275776,4.195518972,4.1594708267,7.9102237071,8.6478705151,9.4349228875,9.9742721513,54.1,29.6,20.475791374,20.771916214,29.515205062,26.630679987,27.158626947,27.824424163,0.3888606197,0.4240035747,0.3979549375,0.4070677749,12.096521467,12.3,15.505125395,20.086630463
Crockett,Tennessee,47033,4.5680873418,9.2579734296,6.6929924369,2.4916529626,4.8,6.1,8.9580992134,6.6913898742,1.347004423,1.792750197,4.7095473704,7.7460570972,30.5,32.4,32.7,36.3,3.9936543847,3.9804109852,4.0287440926,3.9205055845,7.7583334675,8.7306903657,9.5233246273,10.109566325,60.6,25.1,17.723032767,13.276617685,24.42784706,20.879044577,18.927782612,16.833607415,0.3817594148,0.3902850405,0.3915062971,0.388796925,10.944206009,11.1,14.613728773,13.173498324
Burke,North Carolina,37023,8.2224878718,14.909548738,9.1948949943,11.001971553,3.1,1.8,4.2816107528,3.6493668716,1.315936835,1.8899125915,4.582699937,7.5424071082,28.2,28.9,31.2,35.1,4.6458530404,4.7717785895,4.9678291719,5.0071953998,8.3670677328,9.0397892708,9.7080199641,10.330290057,29.0,10.0,7.5630252101,7.7201171517,7.0207396444,7.1632098602,7.1899481408,6.8361850444,0.2637501821,0.3165897794,0.3279035336,0.3492547573,11.775716146,10.2,12.835134054,13.984989932
Craighead,Arkansas,5031,2.8187077634,3.8411308289,6.3252107086,10.634800936,5.8,5.8,6.4663085605,5.1653789391,2.0,2.5398169215,5.004302926,7.8852630357,26.4,27.1,28.6,31.6,4.1906488305,4.2866256686,4.4849145924,4.5748328027,8.1338808879,8.8135872045,9.6318756603,10.209795089,44.2,19.7,12.510915759,13.102763701,3.3486248229,3.1516478451,4.5478264995,5.4788560821,0.3648541987,0.4140352885,0.395584952,0.3938326139,10.574905581,8.5,11.084589859,14.032704665
Los Alamos,New Mexico,35028,0.0,0.0,5.6821410307,1.840095685,3.3,3.1,2.600821312,2.0878471538,1.9799434302,2.1019852083,5.7374631268,7.6933797909,25.1,26.7,33.0,37.8,4.7934155205,4.9467878921,5.081500966,5.1094847133,9.1344307779,9.6259538111,10.319133988,11.015312173,2.1,2.1,3.533639449,1.4816204051,0.2531257191,0.4013686011,0.4147962952,0.5299475573,0.2171793411,0.250881782,0.275891946,0.2710484055,4.0304665186,3.8,6.3485725694,7.5956489122
Cannon,Tennessee,47015,7.8091445082,19.684264399,19.542700801,0.0,3.3,4.6,5.7824591574,4.3611911623,1.2396694215,1.9910083494,5.4182009469,8.2394189832,30.2,33.3,33.1,35.4,3.4500461161,3.4418127128,3.6511029366,3.6736148771,7.9157131994,8.6796521191,9.5136989238,10.221250136,55.2,26.8,13.405551794,12.056737589,2.3427433525,2.2794378174,1.8272425249,1.7770134709,0.3702073247,0.3840355392,0.3744524334,0.3430391127,11.661551951,9.1,8.7000677048,10.122501612
Washington,North Carolina,37187,7.4139976275,11.872536449,6.75630025,7.1443880832,4.1,3.3,7.9986442976,6.1671846884,0.83662561,1.3094990646,2.7057710501,4.282612986,22.8,24.8,28.3,34.0,3.6924445203,3.7117927701,3.7985206018,3.694970698,8.1590886547,8.8751473169,9.6745774063,10.160568655,44.7,24.0,18.125802311,17.168597169,45.099347568,41.458897279,43.307884602,45.481174537,0.3445384615,0.3870528582,0.3926965419,0.3986575498,14.789455666,13.4,15.994865212,22.136422136
